survey_prefix,area_code,datatype_code,size_code,ownership_code,industry_code,industry_title,year,aggregation_level,first_quarter_status_code,first_quarter_number_of_establishments,january_employment,february_employment,march_employment,first_quarter_total_wages,first_quarter_taxable_wages,first_quarter_contributions,first_quarter_average_weekly_wage,second_quarter_status_code,second_quarter_number_of_establishments,april_employment,may_employment,june_employment,second_quarter_total_wages,second_quarter_taxable_wages,second_quarter_contributions,second_quarter_average_weekly_wage,third_quarter_status_code,third_quarter_number_of_establishments,july_employment,august_employment,september_employment,third_quarter_total_wages,third_quarter_taxable_wages,third_quarter_contributions,third_quarter_average_weekly_wage,fourth_quarter_status_code,fourth_quarter_number_of_establishments,october_employment,november_employment,december_employment,fourth_quarter_total_wages,fourth_quarter_taxable_wages,fourth_quarter_contributions,fourth_quarter_average_weekly_wage,annual_status_code,annual_average_number_of_establishments,annual_average_employment,annual_total_wages,annual_taxable_wages,annual_contributions,annual_average_weekly_wage,annual_average_pay
ENU,48423,0,0,5,2382,Building equipment contractors,2010,76,,142,937,914,943,8387811,6571157,139427,693,,142,982,990,994,9542005,2310915,49813,742,,145,993,984,997,10052591,1256392,28626,780,,141,1023,1012,1010,11511759,1219700,25194,872,,143,982,39494166,11358164,243060,774,40235
ENU,48423,0,0,5,23821,Electrical and wiring contractors,2010,77,,49,296,283,263,2592073,2111137,55986,710,,48,298,292,282,2864308,717718,18205,758,,49,290,298,309,3220842,488060,9609,829,,47,330,340,334,4114147,589327,8316,946,,48,301,12791370,3906242,92116,817,42461
ENU,48423,0,0,5,238211,Residential electrical contractors,2010,78,,29,113,111,117,961028,793391,23086,650,,28,117,123,121,1185746,372258,8532,758,,29,116,120,128,1223844,192752,3354,776,,29,132,133,135,1284897,155323,2614,741,,29,122,4655515,1513724,37586,733,38108
ENU,48423,0,0,5,238212,Nonresidential electrical contractors,2010,78,,20,183,172,146,1631045,1317746,32900,751,,20,181,169,161,1678562,345460,9673,758,,20,174,178,181,1996998,295308,6255,865,,18,198,207,199,2829250,434004,5702,1081,,20,179,8135855,2392518,54530,874,45431
ENU,48423,0,0,5,23822,Plumbing and HVAC contractors,2010,77,,81,567,551,597,4784681,3859181,65379,644,,81,598,624,633,5715222,1471973,28370,711,,84,623,610,613,5913011,715422,17316,739,,82,619,601,611,6555744,555708,14427,826,,82,604,22968658,6602284,125492,731,38033
ENU,48423,0,0,5,238221,Residential plumbing and HVAC contractors,2010,78,,64,379,364,398,2998992,2530141,40597,607,,64,407,421,423,3629626,1001742,16192,670,,64,413,398,409,3601032,410170,6750,681,,62,412,398,409,4167136,358362,5946,789,,64,403,14396786,4300415,69485,688,35761
ENU,48423,0,0,5,238222,Nonresidential plumbing and HVAC contractors,2010,78,,17,188,187,199,1785689,1329040,24782,718,,17,191,203,210,2085596,470231,12178,797,,20,210,212,204,2311979,305252,10566,852,,20,207,203,202,2388608,197346,8481,901,,19,201,8571872,2301869,56007,819,42576
ENU,48423,0,0,5,23829,Other building equipment contractors,2010,77,,12,74,80,83,1011057,600839,18062,984,,13,86,74,79,962475,121224,3238,929,,12,80,76,75,918738,52910,1701,918,,12,74,71,65,841868,74665,2451,925,,12,76,3734138,849638,25452,940,48865
ENU,48423,0,0,5,238291,Other residential building equipment contractors,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,238292,Other nonresidential building equipment contractors,2010,78,N,10,0,0,0,0,0,0,0,N,11,0,0,0,0,0,0,0,N,10,0,0,0,0,0,0,0,N,10,0,0,0,0,0,0,0,N,10,0,0,0,0,0,0
ENU,48423,0,0,5,2383,Building finishing contractors,2010,76,,49,782,904,860,5908840,4944132,69568,536,,49,841,799,766,5809252,2300917,32805,557,,49,769,697,670,5436207,631751,10247,587,,49,675,704,741,5831332,643658,10343,635,,49,767,22985631,8520458,122963,576,29955
ENU,48423,0,0,5,23831,Drywall and insulation contractors,2010,77,,9,471,466,475,3606019,2800816,38188,589,,9,452,432,430,3474134,1219135,16277,610,,8,421,385,381,3294464,267068,3606,640,,9,383,381,420,3517979,279829,3966,686,,9,425,13892596,4566848,62037,629,32708
ENU,48423,0,0,5,238311,Residential drywall contractors,2010,78,,3,55,55,53,460464,386953,5939,652,,3,51,49,53,489949,96288,1744,739,,3,60,60,58,597065,64570,1048,774,,4,57,59,66,547123,67642,1345,694,,3,56,2094601,615453,10076,715,37182
ENU,48423,0,0,5,238312,Nonresidential drywall contractors,2010,78,,6,416,411,422,3145555,2413863,32249,581,,6,401,383,377,2984185,1122847,14533,593,,5,361,325,323,2697399,202498,2558,617,,5,326,322,354,2970856,212187,2621,684,,6,368,11797995,3951395,51961,616,32024
ENU,48423,0,0,5,23832,Painting and wall covering contractors,2010,77,,14,182,307,250,1304791,1229600,17268,407,,15,261,243,207,1392988,755880,10857,452,,15,218,184,156,1186093,206520,3840,491,,16,169,192,190,1215655,239848,4391,509,,15,213,5099527,2431848,36356,460,23913
ENU,48423,0,0,5,238321,Residential painting contractors,2010,78,,7,5,6,7,21839,21839,254,280,,8,13,13,18,48132,43096,908,252,,8,16,20,19,93411,52442,1607,392,,9,21,24,22,102106,47166,1993,352,,8,15,265488,164543,4762,333,17314
ENU,48423,0,0,5,238322,Nonresidential painting contractors,2010,78,,7,177,301,243,1282952,1207761,17014,411,,7,248,230,189,1344856,712784,9949,465,,7,202,164,137,1092682,154078,2233,501,,7,148,168,168,1113549,192682,2398,531,,7,198,4834039,2267305,31594,470,24425
ENU,48423,0,0,5,23833,Flooring contractors,2010,77,,5,22,21,23,171131,134231,2096,598,,5,26,27,25,185332,56739,923,548,,5,24,24,25,197831,22332,289,625,,5,23,28,26,197105,19487,383,591,,5,25,751399,232789,3691,590,30669
ENU,48423,0,0,5,238331,Residential flooring contractors,2010,78,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0
ENU,48423,0,0,5,238332,Nonresidential flooring contractors,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,23834,Tile and terrazzo contractors,2010,77,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0
ENU,48423,0,0,5,238341,Residential tile and terrazzo contractors,2010,78,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,4,0,0,0,0,0,0
ENU,48423,0,0,5,23835,Finish carpentry contractors,2010,77,,15,88,94,96,733279,687693,10472,609,,14,83,80,83,645695,207079,3409,606,,15,85,81,86,609711,97330,1780,558,,14,78,82,82,755511,67010,1031,720,,15,85,2744196,1059112,16692,622,32348
ENU,48423,0,0,5,238351,Residential finish carpentry contractors,2010,78,N,12,0,0,0,0,0,0,0,N,12,0,0,0,0,0,0,0,N,13,0,0,0,0,0,0,0,N,13,0,0,0,0,0,0,0,N,13,0,0,0,0,0,0
ENU,48423,0,0,5,238352,Nonresidential finish carpentry contractors,2010,78,N,3,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,23839,Other building finishing contractors,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,238391,Other residential finishing contractors,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,2389,Other specialty trade contractors,2010,76,,53,328,324,332,2241108,1863653,33753,526,,51,359,378,390,2735493,1047317,12296,560,,55,365,360,339,2751890,496387,6328,597,,54,325,323,313,2477220,286563,3135,595,,53,345,10205711,3693920,55512,569,29610
ENU,48423,0,0,5,23891,Site preparation contractors,2010,77,,25,136,143,142,1135856,882252,17349,623,,24,146,153,155,1288881,360679,4196,655,,25,137,137,133,1264053,180137,2162,717,,25,141,134,131,1166260,154249,2038,663,,25,141,4855050,1577317,25745,664,34515
ENU,48423,0,0,5,238911,Residential site preparation contractors,2010,78,,12,49,51,52,245319,230457,4657,372,,12,54,55,56,334134,186351,2573,467,,13,51,51,51,351953,91496,1420,531,,13,54,49,46,330059,76917,1483,511,,13,52,1261465,585221,10133,470,24455
ENU,48423,0,0,5,238912,Nonresidential site preparation contractors,2010,78,,13,87,92,90,890537,651795,12692,764,,12,92,98,99,954747,174328,1623,762,,12,86,86,82,912100,88641,742,829,,12,87,85,85,836201,77332,555,751,,12,89,3593585,992096,15612,776,40340
ENU,48423,0,0,5,23899,All other specialty trade contractors,2010,77,,28,192,181,190,1105252,981401,16404,453,,27,213,225,235,1446612,686638,8100,496,,30,228,223,206,1487837,316250,4166,523,,29,184,189,182,1310960,132314,1097,545,,29,204,5350661,2116603,29767,504,26229
ENU,48423,0,0,5,238991,All other residential trade contractors,2010,78,,19,129,122,128,770406,674296,13688,469,,18,150,161,165,1028056,505341,6609,498,,20,159,156,143,1021146,196362,2914,515,,20,126,133,124,918511,64079,455,553,,19,141,3738119,1440078,23666,509,26449
ENU,48423,0,0,5,238992,All other nonresidential trade contractors,2010,78,,9,63,59,62,334846,307105,2716,420,,9,63,64,70,418556,181297,1491,490,,10,69,67,63,466691,119888,1252,541,,9,58,56,58,392449,68235,642,527,,9,63,1612542,676525,6101,495,25732
ENU,48423,0,0,5,31-33,Manufacturing,2010,74,,206,6649,6542,6635,85061720,49800474,2793573,990,,202,6538,6520,6499,87902386,10822966,500625,1037,,200,6566,6432,6432,88444359,5148861,214246,1050,,201,6299,6264,6201,90804214,4084549,191101,1117,,202,6465,352212679,69856850,3699545,1048,54482
ENU,48423,0,0,5,311,Food manufacturing,2010,75,,14,564,566,561,4318030,2945480,48931,589,,14,431,432,488,4716534,840682,10616,806,,14,546,520,538,6008438,858117,8672,864,,14,609,658,655,5921227,895910,27657,711,,14,547,20964229,5540189,95876,737,38302
ENU,48423,0,0,5,3111,Animal food manufacturing,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,31111,Animal food manufacturing,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,311119,Other animal food manufacturing,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,3112,Grain and oilseed milling,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,31121,Flour milling and malt manufacturing,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,311211,Flour milling,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,3113,Sugar and confectionery product manufacturing,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,31134,Nonchocolate confectionery manufacturing,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,311340,Nonchocolate confectionery manufacturing,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,3114,Fruit and vegetable preserving and specialty,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,31142,Fruit and vegetable canning and drying,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,311421,Fruit and vegetable canning,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,3115,Dairy product manufacturing,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,31151,"Dairy product, except frozen, manufacturing",2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,311511,Fluid milk manufacturing,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,3116,Animal slaughtering and processing,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,31161,Animal slaughtering and processing,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,311615,Poultry processing,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,3118,Bakeries and tortilla manufacturing,2010,76,,6,269,270,268,3022677,1918887,30576,864,,6,272,270,264,3178254,297341,4006,910,,6,268,268,271,3285457,158628,2199,940,,6,272,274,276,3112958,146671,2172,874,,6,270,12599346,2521527,38953,897,46635
ENU,48423,0,0,5,31181,Bread and bakery product manufacturing,2010,77,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0
ENU,48423,0,0,5,311811,Retail bakeries,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,311812,Commercial bakeries,2010,78,,3,248,249,249,2946330,1842540,30027,911,,3,253,250,246,3088140,230001,3523,951,,3,249,248,250,3199333,131671,2006,988,,3,252,254,255,3001052,119313,1976,910,,3,250,12234855,2323525,37532,940,48891
ENU,48423,0,0,5,31183,Tortilla manufacturing,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,311830,Tortilla manufacturing,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,3119,Other food manufacturing,2010,76,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,31192,Coffee and tea manufacturing,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,311920,Coffee and tea manufacturing,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,31199,All other food manufacturing,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,311999,All other miscellaneous food manufacturing,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,312,Beverage and tobacco product manufacturing,2010,75,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,3121,Beverage manufacturing,2010,76,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,31211,Soft drink and ice manufacturing,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,312111,Soft drink manufacturing,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,312112,Bottled water manufacturing,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,313,Textile mills,2010,75,,3,5,5,7,20537,20537,1044,279,,3,4,4,7,20009,15574,582,308,,3,5,5,8,15631,8828,290,200,,3,6,6,6,16666,5899,42,214,,3,6,72843,50838,1958,247,12855
ENU,48423,0,0,5,3132,Fabric mills,2010,76,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,31321,Broadwoven fabric mills,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,313210,Broadwoven fabric mills,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,31323,Nonwoven fabric mills,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,313230,Nonwoven fabric mills,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,3133,Textile and fabric finishing mills,2010,76,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,31331,Textile and fabric finishing mills,2010,77,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,313311,Broadwoven fabric finishing mills,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,314,Textile product mills,2010,75,,7,157,157,157,610378,597588,33871,299,,7,164,172,173,755258,573028,29005,342,,7,165,163,162,721844,245169,7901,340,,7,157,157,159,666887,80275,3441,325,,7,162,2754367,1496060,74218,327,17011
ENU,48423,0,0,5,3141,Textile furnishings mills,2010,76,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,31412,Curtain and linen mills,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,314121,Curtain and drapery mills,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,3149,Other textile product mills,2010,76,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0,0,N,5,0,0,0,0,0,0
ENU,48423,0,0,5,31491,Textile bag and canvas mills,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,314911,Textile bag mills,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,314912,Canvas and related product mills,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,31499,All other textile product mills,2010,77,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0
ENU,48423,0,0,5,314991,"Rope, cordage, and twine mills",2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,314999,All other miscellaneous textile product mills,2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,315,Apparel manufacturing,2010,75,N,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0
ENU,48423,0,0,5,3152,Cut and sew apparel manufacturing,2010,76,N,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0
ENU,48423,0,0,5,31521,Cut and sew apparel contractors,2010,77,N,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0
ENU,48423,0,0,5,315211,Men's and boys apparel contractors,2010,78,N,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0
ENU,48423,0,0,5,321,Wood product manufacturing,2010,75,,12,151,157,163,1054850,915352,27562,517,,11,151,153,151,1164492,387892,8738,591,,10,146,142,144,1057160,116140,2380,565,,10,137,135,132,2444522,57514,1547,1396,,11,147,5721024,1476898,40227,749,38963
ENU,48423,0,0,5,3212,Plywood and engineered wood product mfg.,2010,76,N,2,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,32121,Plywood and engineered wood product mfg.,2010,77,N,2,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,321214,Truss manufacturing,2010,78,N,2,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,3219,Other wood product manufacturing,2010,76,N,10,0,0,0,0,0,0,0,N,10,0,0,0,0,0,0,0,,10,146,142,144,1057160,116140,2380,565,,10,137,135,132,2444522,57514,1547,1396,N,10,0,0,0,0,0,0
ENU,48423,0,0,5,32191,Millwork,2010,77,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,321918,"Other millwork, including flooring",2010,78,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0
ENU,48423,0,0,5,32192,Wood container and pallet manufacturing,2010,77,,5,65,67,73,377241,351948,6075,425,,5,65,64,58,390193,199258,2652,482,,5,57,56,56,304940,52392,480,416,,5,49,48,46,288049,16881,125,465,,5,59,1360423,620479,9332,446,23189
ENU,48423,0,0,5,321920,Wood container and pallet manufacturing,2010,78,,5,65,67,73,377241,351948,6075,425,,5,65,64,58,390193,199258,2652,482,,5,57,56,56,304940,52392,480,416,,5,49,48,46,288049,16881,125,465,,5,59,1360423,620479,9332,446,23189
ENU,48423,0,0,5,32199,All other wood product manufacturing,2010,77,,3,33,32,32,286315,229016,13192,681,,3,31,30,30,293471,43582,2353,744,N,3,0,0,0,0,0,0,0,N,3,0,0,0,0,0,0,0,,3,30,1179327,292603,16474,748,38879
ENU,48423,0,0,5,321991,"Manufactured home, mobile home, manufacturing",2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,321992,Prefabricated wood building manufacturing,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
ENU,48423,0,0,5,321999,Miscellaneous wood product manufacturing,2010,78,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0,0,N,1,0,0,0,0,0,0
